id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
248	Melung Tibetan			4	41	1	Hiroyuki Suzuki, Tshering mTshomo. 2009. Preliminary Analysis of the Phonological History of Melung Tibetan. Language and Linguistics 10.3:521-537.	Some other pre-initials are postulated as “etc.”. Finals are presented as “/ʔ/, /ŋ/, /r/, /wʔ/, etc.”.	0	27.179969	99.293883			0
249	Myeik Burmese	tvn		4	32	1	Kato, Atsuhiko; and Pale Khin. 2012. The Myeik (Beik) Dialect of Burmese: Sounds, Conversational Texts, and Basic Vocabulary. アジア・アフリカ言語文化研究.117–160.	Rising tone entails pharyngealisation (except with glottalised vowels). Glottalised vowels always have the rising tone.	0	12.446679	98.611731			0
250	Northern Kurdish (Kurmanji)	kmr		3	14	2	Thackston, W.M. 2006. Kurmanji Kurdish. A reference grammar with selected readings. Harvard University		0	38.0	43.0			0
251	Dingri Tibetan			4	41	1	Herrmann, Silke. 1989. Erzählungen und Dialekt von Diṅri. Beiträge zur tibetischen Erzählforschung 9. Bonn: VGH Wissenschaftsverlag.		0	28.649822	87.126966			0
252	Campidanese Sardinian (Sestu)	sro		3	15	2	Bolognesi, Roberto. 1998. The phonology of Campidanian Sardinian: a unitary account of a self-organizing structure. Ilartzi (Aristanis): NOR		0	39.3	9.1			0
253	Kami Tibetan			4	41	1	Chirkova, Ekaterina. 2010. Phonological Profile of Kami, the Tibetan dialect of Muli, ms. http://hal.archives-ouvertes.fr/hal-00553057.		0	27.928496	101.280212			0
254	Dongwang Tibetan			4	41	1	Bartee, Ellen Lynn. 2007. A grammar of Dongwang Tibetan. Ph.D. Thesis. University of California, Santa Barbara.		0	28.536776	99.659034			0
255	Farsi	pes		3	14	2	Windfuhr, Gernot L. 1997. Phonologies of Asia and Africa (including the Caucasus), volume 1. Editor: Alan S. Kaye. Winona Lake, Indiana: Eisenbrauns		0	35.7	51.4			0
256	Veps (Šimozero)	vep		15	96	2	Зайцева, М.И. 1981. Грамматика вепсского языка (фонетика и морфология). Ленинград: Наука	M = sonorant S = sibilant	0	60.5	35.6			0
257	Bashkir (Standard)	bak		16	107	2	Ахмеров К.З.; Баишев Т.Г.; Бикмурзин А.М.; Каюмова У.М.; Саяргалиев Б.С.; Терегулова Р.Н. 1958. Башҡортса-русса һүҙлек (Башкирско-русский словарь). Москва: Государственное издательство иностранных национальных словарей	/ɨ/, /e̞/, /o̞/, /ts/, /tʃ/, /ʂ/, /ɕː/, /v/ occur in borrowings.	0	53.0	55.6			1
258	Southern Cuona			4	41	1	Namkung, Ju. 1996. Phonological inventories of Tibeto-Burman languages. Berkley: Sino-Tibetan Etymological Dictionary and Thesaurus Project, Center for Southeast Asia Studies, University of California.		0	27.86977	91.8045			0
259	Tod Tibetan	sbu		4	41	1	Sharma, D. D. 1989. Tribal languages of Himachal Pradesh. 1st ed. Studies in Tibeto-Himalayan languages 2. Delhi, India: Mittal Publications.	Coordinates are approximate. There is hint in the source that nasalised vowels are present, but no list is given.	0	32.783339	77.357524			0
260	Gutob (Koraput)	gbj		8	63	1	Griffiths, Arlo. 2008. Gutob. The Munda Languages, ed. by Gregory D.S. Anderson, 633–681. Routledge language family series. London: Routledge.		0	18.8645237	82.8775218			0
261	Sui	swi		9	68	1	Edmondson, Jerold A.; John H. Esling; Jimmy G. Harris; and James Wei. 2004. A phonetic study of Sui consonants and vowels. Mon-Khmer Studies 34.47–66.		0	25.723088	107.921698			0
262	Naukan Yupik	ynk		27	131	2	Меновщиков, Г.А. 1975. Язык науканских эскимосов (фонет. введ., очерк морфологии, тексты, словарь). Ленинград: Наука		0	65.499321	-171.725708			0
263	Chantyal	chx		4	39	1	Noonan, Michael. 2003. Chantyal. In LaPolla, Randy J., and Graham Thurgood (eds.) Sino-Tibetan Languages. London: Routledge, 315–336.		0	28.51932	83.707752			0
264	Tosk Albanian (Korçë)	als		3	4	2	Klippenstein, Rachel. 2010. Word-initial consonant clusters in Albanian. OSUWPL Vol. 59, pp. 10–32. Ohio State University, Department of Linguistics; Camaj, Martin. 1984. Albanian grammar: with exercises, chrestomathy and glossaries. Wiesbaden: Otto Harrasowitz.		0	40.6	20.8			0
265	Khakas (Standard)	kjh		16	111	2	Баскаков, Н.А.; Инкижекова-Грекул, А.И. 1953. Хакасский язык (фонетическая структура, словарный состав и грамматический строй). Москва: Союзполиграфпром Главиздата		0	53.7	91.4			0
266	Southern Pumi (Xinyingpan)	pmj		4	37	1	Ding, Picus Sizhi. 2014. A Grammar of Prinmi: based on the central dialect of northwest Yunnan, China. Brill’s Tibetan Studies Library - languages of the greater Himalayan region 14. Boston, MA: Brill.	G — glide.  Numerous rising diphtongs are posited (ju, wa, etc.) and even one triphthong, but they seem to look more like glide + vowel/diphthong combinations. The author treats them as syllable nuclei since that permits a more parsimonious description of verbal alternations, but the vowel inventory then blows up to 30+ segments.	0	27.164195	100.921264			0
267	Tsez (Asax)	ddo		5	49	1	Maddieson, Ian; Ramazan Rajabov; and Aaron Sonnenschein. 1996. The main features of Tsez phonetics. UCLA Working Papers in Phonetics 93.94–110.	/ʡ/ and /ʜ/ are called ‘pharyngeals’ in the paper.	0	42.15053	46.033318			0
268	Mirandese	mwl		3	15	2	Ferreira, Manuela Barros; Domingos Raposo (coord.), António B. Alves, Ivo Castro, Marcolino Fernandes, Valdemar Gonçalves, Rita Marquilhas, Cristina Martins, A.M. Mourinho, Moisés Pires and José A. Raposo. 1999. Convenção Ortográfica da Língua Mirandesa. Miranda do Douro: Câmara Municipal de Miranda do Douro; Lisboa: CLUL		0	41.5	-6.3			0
269	Tajik (Bukhara)	tgk		3	14	2	Ido, Shinji. 2014. Bukharan Tajik. Journal of the International Phonetic Association, 44, 87-102		0	39.8	64.5			0
270	Sangdam Tibetan			4	41	1	Suzuki, Hiroyuki. 2010. Creaky and pharyngealised vowels in Sangdam Tibetan (Kachin State). A paper given at the 5th Medieval Tibeto-Burman Languages Symposium. SOAS, London.	The vowel inventory is highly spurious. Consonants seem more plausible. Tones are described as ‘high-level, rising, falling, rising-falling’.	0	27.813433	97.249			0
271	Upper Saxon (Chemnitz)	sxu		3	8	2	Khan, Sameer ud Dowla and Constanze Weise. 2013. Upper Saxon (Chemnitz dialect). In: Journal of the International Phonetic Association 43, 231–241.	[χ] is an allophone of [h] ([h] occurs as the onset of stressed syllables and word-initially while [χ] occurs elsewhere). Short non-pharyngealized vowels optionally reduce to [ə]. /ʁ̞/ is optionally realized as [ʁ], [ʁ̥], [ʀ̥] or [q]. Final nasals and laterals can be produced as syllabic ([m̩, n̩, ŋ,­ l̩]) following a stop or fricative. /aˤː, ʌˤː, ʊˤː oˤː, ɔˤː, oˤ/ can realized as [ɛːɒ̯ˤ, ɪːɒ̯ˤ, ʊːɒ̯ˤ, oːɒ̯ˤ, ɔːɒ̯ˤ] in careful speech (especially if speakers are fluent in Standard German). /oˤ/ is optionally realized as [ɵˤ], [əˤ], [ʁ̩] or [əʁ̞]. /yː/, /ʏ/, /øː/ and /œ/ might be occasionally found in the speech of speakers fluent in Standard German.	0	50.827845	12.921369			0
272	Gagauz (Standard)	gag		16	105	2	Покровская, Л.А. 1964. Грамматика гагаузского языка.  Фонетика и морфология. Москва: Наука	/ɯ̯ɤ̞/ and /i̯e̞/ occur only in one affix. /ɯi̯/, /uː/, /e̞ː/, /iː/, /yː/ all result from the elision of an intervocalic consonant, but in some root this is no longer recoverable. /i/ is articulated as lax in monosyllabic words. Mid and sometimes high vowels may develop an initial glide word-initially. Pokrovskaja does not consider palatalized consonants phonemic, even though they occur before back vowels in some borrowings she cites; other palatalized consonants may be also present in Gagauz.	0	46.316667	28.666666			0
273	Lhasa Tibetan	bod		4	41	1	DeLancey, Scott. 2003. Lhasa Tibetan. In LaPolla, Randy J., and Graham Thurgood (eds.) Sino-Tibetan Languages. London: Routledge, 270–288.	“In my data voiceless [mh] occurs only in the allomorph of the negative prefix preceding aspirated stops, and only for some speakers. Some authors (Chang and Chang; 1978–81; Goldstein and Nornang 1970) report a few words with initial voiceless nasals /ñh ŋh/, but these do not occur in the speech of all speakers.” (p. 271) Numerous tonal allophones depending on vowel length and coda.	0	29.65	91.116667			0
274	Lithuanian (West Aukštaitian)	lit		3	6	2	Balode, Laimute; Holvoet, Axel. 2001. The Lithuanian language and its dialects. Circum-Baltic Languages. Volume I: Past and Present, 41–79. John Benjamins Publishing Company: Amsterdam / Philadelphia.	/t̪s̪/, /tsʲ/, /d̪z̪/, /dzʲ/ are rare. /xʲ/, /ɣʲ/, /x/, /ɣ/, /f/, /fʲ/, /ɔ/ are restricted to borrowings.	0	54.9	23.9			0
275	Taz Selkup	sel		15	102	2	Helimski, Eugene. 1998. Selkup. Uralic languages (ed.: Abondolo, David). London-New York: Routledge	/ɪ̈ (~ ə)/ is an allophone of /ɨ/ in non-initial syllables. [ɴ] and [ʀ] are allophones of /q/ when occurring before nasals and liquids, respectively. The non-coronal stops /p/, /k/, /q/ have optional fricative allophones [f], [x], [χ] when occurring before /s/ or /ɕ/.	0	66.0	85.0			0
277	Mingrelian (Zugdidi-Samurzaqano)	xmf		6	50	2	Кипшидзе, І. 1914. Грамматика мингрельскаго (иверскаго) языка съ хрестоматіею и словаремъ. С.-Петербургъ, Типографія императорской академіи наукъ		0	42.5	41.85			0
278	Bulgarian (Standard)	bul		3	16	2	Бояджиев, Т.; Куцаров, И.; Пенчев, Й. 1998. Съвременен български език. София: Петър Берон; Бояджиев, Т.; Тилков, Д. 1997. Фонетика на българския книжовен език. Велико Търново: Абагар; Ternes, E.; Vladimirova-Buhtz, T. 1999. Bulgarian (sound system). Handbook of the International Phonetic Association, 55—57. Cambridge: CUP	/dzʲ/, /ç/, /w/ may occur in some proper names.	0	43.0	25.0			0
279	Hindi	hin		3	11	2	Alan S. Kaye. 1997 Hindi-Urdu phonology. Phonologies of Asia and Africa (including the Caucasus), volume 1. Edited by: Alan S. Kaye. Winona Lake, Indiana: Eisenbrauns	/ɲ/, /f/, /z/, /ʃ/ are marginal. Some educated speakers have distinct /ʒ/, /q/, /x/, /ɣ/. /ɲ/ and /ŋ/ are hardly phonemic.	0	28.6	77.2			0
280	Kolami (Wardha)	kfb		12	76	1	Subrahmanyam, P.S. 1998. Kolami. The Dravidian languages, ed. by Sanford B. Steever, 301–327. Routledge language family descriptions. London ; New York: Routledge.		0	20.745319	78.6021946			0
281	Maithili (Madhubani)	mai		3	11	1	Yadav, Ramawatar. 2003. Maithili. The Indo-Aryan Languages, ed. by Dhanesh Jain and George Cardona, 477–497. Routledge.		0	26.3468544	86.0715474			0
282	Tofa	kim		16	108	2	Рассадин, В.И. 1971. Фонетика и лексика тофаларского языка. Улан-Удэ: Бурятское книжное издательство	/ɪ/, /ɪ̰/, /ɪː/ seem to be phonemic (they are said to be allophones of the corresponding high phonemes triggered, among others, by preceding plain labials as opposed to 'palatalized' labials, which are themselves not phonemic).	0	53.64	98.21			0
283	Slovak (Standard)	slk		3	16	2	Hanulíková, Adriana; Hamann, Silke. 2010. Slovak. Journal of the International Phonetic Association, 40/3		0	49.1	19.6			0
284	Turkmen (Teke)	tuk		16	105	2	Gray, David. 1994. Turkmen grammar. A short descriptive grammar of the  Turkmen language. Cheltenham: SIL-NEG	/l̪/ might be velarized or palatalized according to the harmonic class of the word. /k/ and /g/ get uvular in back-vowel environment.	0	38.0	60.5			0
285	Võro	vro		15	96	2	Jüvä, Sullõv. 2002. Võro-eesti synaraamat: päält 15,000 tähüssyna. Võro Instituut; Teras, Pire. 2003. Võru keskkõrgete vokaalide kvaliteedist. In: Lõunaeesti häälikud II. Tartu Ülikooli eesti keele õppetooli toimetised 27 (Pajusalu, Karl and Pire Teras, eds.). Tartu	Overlong (Q3) mid vowels are significantly higher than short mid vowels; this is why they overlong vowels are treated differently than in North Estonian and assigned phonemic status. Long (Q2) vowels are not distinct from short vowels in quality; depending on the analysis, their occurence can be explained prosodically or segmentally. Same applies to consonant length.	0	57.8460723	26.9986977			0
286	Tamang (Eastern)	taj		4	39	1	Mazaudon, Martine. 2003. Tamang. In LaPolla, Randy J., and Graham Thurgood (eds.) Sino-Tibetan Languages. London: Routledge, 291–314.		0	27.652924	85.846514			0
287	Sindhi (Vicholi)	snd		3	11	2	Nihalani, Paroo. 1995. Illustration of the IPA: Sindhi. Journal of the International Phonetic Association.		0	25.4	68.4			0
288	Malayalam	mal		12	81	1	Asher, R. E. 1997. Malayalam. Descriptive grammars. London ; New York: Routledge.	/ɳ, l, ɭ, r̪, r, j/ may ‘attract’ a schwa when in the word-final position.	0	8.5074	76.973			0
289	Karakalpak	kaa		16	107	2	Дәўлетов, А. 2006. Ҳәзирги қарақалпақ тили. Фонетика. Нөкис: Бердақ атындағы Қарақалпақ мәмлекетлик университети	/v, ts, tɕ, f, h/ occur only in borrowings from Russian, Arabic and Farsi. /q, ʁ/ are marginally contrastive.	0	42.461891	59.616631			0
290	Ilocano	ilo		14	91	2	Galvez Rubino, Carl Ralph. 1997. A reference grammar of Ilocano. Santa Barbara: University of California	/dʒ/ and /ʃ/ do not exist underlyingly, resulting from palatalization.	0	16.6	120.3			0
291	Brag-g.yab Tibetan	khg		4	41	1	Schwieger, Peter. 1989. Tibetisches Erzählgut aus Brag-g.yab: Texte mit Übersetzungen, grammatischem Abriss und Glossar. Beiträge zur tibetischen Erzählforschung 10. Bonn: VGH Wissenschaftsverlag.		0	30.60375	97.797947			0
292	Panjabi (Eastern)	pan		3	11	1	Shackle, Chirstopher. 2003. Panjabi. The Indo-Aryan Languages, ed. by Dhanesh Jain and George Cardona, 581–621. Routledge; Bhatia, Tej K. 1993. Punjabi: A Conginitive-descriptive Grammar. Psychology Press.	Clusters /pr, kr, gr, ʈr, t̪r, sr, sl, kj, kʰj, t̪j, pj, bj, kw, gw/ present in educated speech, broken in colloquial parlance.	0	31.1471305	75.3412179			0
293	Akha	ahk		4	32	1	Hansson, Inga-Lill. 2003. Akha. In LaPolla, Randy J., and Graham Thurgood (eds.) Sino-Tibetan Languages. London: Routledge, 236–251.		0	21.265694	99.72393			0
294	Drokpa Tibetan (Zhongba)			4	41	1	Kretschmar, Monika. 1986. Erzählungen und Dialekt der Drokpas aus Südwest-Tibet. Beiträge zur tibetischen Erzählforschung 8. Sankt Augustin: VGH Wissenschaftsverlag.		0	29.77	84.031389			0
295	Dongxiang	sce		7	55	1	Nugteren, Hans. 2011. Mongolic Phonology and the Qinghai-Gansu Languages. Utrecht: Netherlands Graduate School of Linguistics / Landelijke (LOT)		0	35.55043	103.18082			0
296	Caodeng rGyalrong	jya		4	43	1	Sun, Jackson T.-S. 2003. Caodeng rGyalrong. In LaPolla, Randy J., and Graham Thurgood (eds.) Sino-Tibetan Languages. London: Routledge, 409–502.		0	32.15233	101.70513			0
297	Digor Ossetic			3	14	2	Testen, David. 1997. Ossetic phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 707–731. Winona Lake, Indiana: Eisenbrauns		0	43.16	44.16			0
298	Khaling	klr		4	28	1	Jacques, Guillaume. 2016. Tonogenesis and tonal alternations in Khaling. In Enrique L. Palancar and Jean Léo Léonard (eds.), Tone and Inﬂection, 41–66. Berlin, New York: Mouton de Gruyter.	Low tone is not posited in the paper: tonal contrasts are neutralised on short and/or unstressed syllables, and the resulting neutral tone is encoded as 33 here.	0	27.498096	86.677595			0
