iso_code	inventory_id	name	Contributor_ID	count_phonemes	count_consonants	count_vowels	count_tones	glot_fam	pop	forty_mean	continent	names	p_a	source	wals_code	wals_value	wals_p_a	round_count_tones	lat	lon
hbn	1497	Heiban	GM	34	27	7	0	Heibanic	4410	3.894	Africa	ABUL,EBANG	0	phoible	NA	NA	NA	0	11.25	30.67
hdn	67	Haida	SPA	50	47	3	0	Haida	6	4.154	W N America	HAIDA_2	0	phoible	NA	NA	NA	0	54	-132.5
hdy	1363	Hadiyya	GM	56	46	10	0	Afro-Asiatic	1401000	4.319	Africa	HADIYYA,HADIYYA_2	0	phoible	NA	NA	NA	0	7.25	38
heb	multiple	Modern Hebrew	multiple	27.33	22	5.33	0	Afro-Asiatic	5341800	4.075	Africa	HEBREW,MODERN_HEBREW	0	phoible	hba	1	0	0	31.5	34.83
her	1255	herero	GM	26	19	5	2	Atlantic-Congo	211700	3.138	Africa	HERERO,HERERO_2	1	phoible	NA	NA	NA	2	-20.58	19
hia	1404	Lamang	GM	41	37	4	0	Afro-Asiatic	40000	4.125	Africa	LAMANG_HITKALANCHI	0	phoible	NA	NA	NA	0	11.02	13.74
hig	1368	Higi	GM	35	26	7	2	Afro-Asiatic	300000	4.164	Africa	BAZZA,FALI_GILI,FALI_KIRIYA,FUTU,GHYE,KAMALE,NKAFA	1	phoible	NA	NA	NA	2	10.5	13.26
hil	1696	Hiligaynon	GM	25	20	5	0	Austronesian	6246880	4.581	S/SE Asia	HILIGAYNON	0	phoible	NA	NA	NA	0	10.25	123
hin	multiple	Hindi-Urdu	multiple	70.25	51.25	19	0	Indo-European	260004650	3.781	W and SW Eurasia	HINDI,HINDI_2	0	phoible	hin	1	0	0	25	77
hix	NA	NA	NA	NA	NA	NA	0	Cariban	600	4.564	S America	HIXKARYANA	0	wals	hix	1	0	NA	-1	-59
hka	1642	Kikahe	GM	32	22	10	0	Atlantic-Congo	9130	4.444	Africa	KAHE	0	phoible	NA	NA	NA	0	-3.4	37.4
hlb	multiple	Halbi	multiple	42	29	13	0	Indo-European	793000	3.557	W and SW Eurasia	HALABI	0	phoible	NA	NA	NA	0	21	81
hmt	NA	NA	NA	NA	NA	NA	NA	Angan	45000	4.362	NG and Oceania	HAMTAI,KAPAU	1	wals	ham	2	1	NA	-7.5	146.25
hna	1401	Besleri	GM	50	39	9	2	Afro-Asiatic	11000	3.903	Africa	MINA,MINA_2	1	phoible	NA	NA	NA	2	10.33	13.83
hnh	NA	NA	NA	NA	NA	NA	NA	Khoe-Kwadi	1000	3.054	Africa	ANI	1	wals	ani	2	1	NA	-18.92	21.92
hnj	multiple	Hmong Njua (Green Hmong)	multiple	61	48	13	3.5	Hmong-Mien	310000	2.365	S/SE Asia	HMONG_NJUA,TAK_HMONG	1	phoible	hmo	3	1	4	28	105
hno	521	Hindko (Northern)	EA	NA	NA	NA	3	Indo-European	1880000	3.097	S/SE Asia	BALAKOT_HINDKO,JAMMUN,MANSEHRA_HINDKO,SHERPUR_HINDKO,SINGO_DI_GARHI_HINDKO	1	phoible	NA	NA	NA	3	34.55	73.35
hoc	multiple	Ho	multiple	39	23	16	0	Austroasiatic	1040000	3.862	S/SE Asia	HO,HO_2	0	phoible	NA	NA	NA	0	22	86
hoo	1389	Holoholo	GM	26	17	7	2	Atlantic-Congo	15500	3.493	Africa	D28_HOLOHOLO,HOLOHOLO,LUMBWE,TUMBWE	1	phoible	NA	NA	NA	2	-5.17	29.92
hop	95	Hopi	SPA	49	31	18	0	Uto-Aztecan	6080	3.9	W N America	HOPI	0	phoible	hop	2	1	0	36	-110
hrv	379	Croatian	EA	NA	NA	NA	0	Indo-European	5410820	4.112	W and SW Eurasia	CROATIAN,CROATIAN_2	0	phoible	NA	NA	NA	0	45.82	15.98
hsb	multiple	Upper Sorbian	multiple	42	33	9	0	Indo-European	13300	4.112	W and SW Eurasia	UPPER_SORBIAN	0	phoible	NA	NA	NA	0	51.83	14.5
hts	NA	NA	NA	NA	NA	NA	NA	Hadza	1000	4.213	Africa	HADZA	1	wals	had	2	1	NA	-3.75	35.17
hum	1114	Kihungan	PH	33	20	10	3	Atlantic-Congo	400	3.205	Africa	H42_HUNGANA_1,H42_HUNGANA_2,H42_HUNGANA_3,H42_HUNGANA_4,HUNGANA,HUNGANA_2	1	phoible	NA	NA	NA	3	-3.67	18.42
hun	multiple	Hungarian	multiple	56	41.67	14.33	0	Uralic	12552400	3.346	N-C Asia	CSANGO,HUNGARIAN,HUNGARIAN_2	0	phoible	hun	1	0	0	46.57	26.67
hup	65	Hupa	SPA	42	35	7	0	Athabaskan-Eyak-Tlingit	31	3.612	W N America	HUPA,HUPA_2	0	phoible	hup	1	0	0	41.08	-123.67
hur	1115	Chilliwak Halkomelem	PH	47	32	12	3	Salishan	285	5.162	W N America	COWICHAN,MUSQUEAM,STOLO	1	phoible	NA	NA	NA	3	49.25	-122.5
hus	NA	NA	NA	NA	NA	NA	0	Mayan	132000	4.05	C America	HUASTEC,HUASTEC_VERACRUZ	0	wals	htc	1	0	NA	22.08	-99.33
huu	NA	NA	NA	NA	NA	NA	0	Huitotoan	1000	4.431	S America	HUITOTO_MIKA,HUITOTO_MURUI,HUITOTO_MURUI_2	0	wals	hum	1	0	NA	-1.17	-73.51
huv	NA	NA	NA	NA	NA	NA	NA	Huavean	11000	4.269	C America	HUAVE,HUAVE_2	1	wals	hve	2	1	NA	16.22	-95
huz	2237	Hunzib	UZ	60	36	24	0	Nakh-Daghestanian	1420	3.362	W and SW Eurasia	HUNZIB	0	phoible	hzb	1	0	0	42.17	46.25
hye	multiple	Armenian	multiple	37	30	7	0	Indo-European	3843000	4.031	W and SW Eurasia	ARMENIAN,EASTERN_ARMENIAN	0	phoible	arm	1	0	0	40	45
iai	39	Iai	SPA	52	33	19	0	Austronesian	4080	3.044	S/SE Asia	IAAI	0	phoible	iaa	1	0	0	-20.42	166.58
iba	NA	NA	NA	NA	NA	NA	0	Austronesian	784300	4.279	S/SE Asia	IBAN	0	wals	iba	1	0	NA	2	112
ibb	1057	Ibibio	PH	32	17	13	2	Atlantic-Congo	9970000	3.575	Africa	IBIBIO,IBIBIO_1,IBIBIO_2	1	phoible	NA	NA	NA	2	4.9	7.35
ibd	2672	Iwaidja	ER	23	20	3	0	Iwaidjan_Proper	130	5.5	Australia	IWAIDJA	0	phoible	NA	NA	NA	0	-11.5	132.67
ibe	1532	Akpes	GM	34	21	10	3	Atlantic-Congo	10000	3.553	Africa	AKUNNU	1	phoible	NA	NA	NA	3	7.58	5.92
ibo	multiple	Igbo	multiple	45.33	32.67	10.67	2	Atlantic-Congo	27012190	3.902	Africa	ECHIE,IGBO,IGBO_2,IGBO_3,IGBO_4,IGBO_5,IGBO_ONITSHA	1	phoible	igb	2	1	2	5.4	7.55
iby	891	Ibani	PH	38	25	10	3	Ijoid	60000	4.173	Africa	IBANI,IBANI_2	1	phoible	NA	NA	NA	3	4.42	7.25
idu	1536	Idu	GM	75	47	23	5	Atlantic-Congo	600000	3.929	Africa	IDOMA	1	phoible	NA	NA	NA	5	6.92	7.05
ife	731	ifɛ̀	AA	34	19	12	3	Atlantic-Congo	170600	3.222	Africa	IFE	1	phoible	NA	NA	NA	3	7.9	1.65
igb	702	ebira	AA	31	19	9	3	Atlantic-Congo	1820000	3.56	Africa	EBIRA,EBIRA_2,EBIRA_3,IGBIRRA	1	phoible	NA	NA	NA	3	7.65	6.45
ige	733	igede	AA	38	24	10	4	Atlantic-Congo	250000	3.759	Africa	IGEDE	1	phoible	NA	NA	NA	4	6.53	8.2
ign	111	Moxo	SPA	25	21	4	0	Arawakan	1080	5.013	S America	IGNACIANO	0	phoible	NA	NA	NA	0	-15.17	-65.42
iii	multiple	Nuosu (Black Yi)	multiple	74	58	16	1.5	Sino-Tibetan	2000000	2.756	S/SE Asia	NUOSU_YI,XIDE	1	phoible	NA	NA	NA	2	27.88	102.27
ijc	NA	NA	NA	NA	NA	NA	NA	Ijoid	1000000	3.764	Africa	APOI,AROGBO,BASAN,BUMO,EAST_OLODIAMA,EAST_TARAKIRI,EKPETIAMA,FURUPAGHA,GBARAIN,GBARANMATU,IDUWINI,IKIBIRI,IZON,IZON_2,IZON_3,KABOU,KOLOKUMA,KUNBO,MEIN,OGBE_IJO,OGBOIN,OGULAGHA,OPEREMO,OPOROMO,OYAKIRI,WEST_TARAKIRI	1	wals	ijo	2	1	NA	4.92	5.67
ijn	1048	Kalabari; Kirike; Kalabari-Ijo	PH	43	22	18	3	Ijoid	258000	3.982	Africa	KALABARI	1	phoible	NA	NA	NA	3	4.46	6.53
ijs	734	ijo de l'est; Eastern Ijo	AA	44	24	18	2	Ijoid	2000000	3.91	Africa	AKAHA,NEMBE,SOUTH_EASTERN_IJO	1	phoible	NA	NA	NA	2	4.5	6.42
ikw	1405	Ikwere	GM	46	23	18	5	Atlantic-Congo	200000	4.257	Africa	IKWERE	1	phoible	NA	NA	NA	5	5.04	6.87
ikx	NA	NA	NA	NA	NA	NA	NA	Kuliak	7500	4.019	Africa	IK,IK_2,IK_3,IK_4	1	wals	ik	2	1	NA	3.75	34.17
ilo	multiple	Iloko/Ilocano	multiple	24	18	6	0	Austronesian	6482100	4.382	S/SE Asia	ILOKANO	0	phoible	NA	NA	NA	0	16	121
imn	NA	NA	NA	NA	NA	NA	0	Border	250	3.409	NG and Oceania	IMONDA	0	wals	imo	1	0	NA	-3.33	141.17
ind	1690	Indonesian	GM	31	23	8	0	Austronesian	23107820	4.731	S/SE Asia	INDONESIAN,INDONESIAN_2,INDONESIAN_JAKARTA	0	phoible	ind	1	0	0	0	106
inh	multiple	Ingush	multiple	69	52	17	0.5	Nakh-Daghestanian	322900	3.436	W and SW Eurasia	INGUSH	1	phoible	ing	1	0	0	43.17	45.08
ior	multiple	Ennemor	multiple	45.67	39.33	6.33	0	Afro-Asiatic	280000	3.871	Africa	INNEMOR	0	phoible	NA	NA	NA	0	8	38
irh	NA	NA	NA	NA	NA	NA	0	Austronesian	4000	4.308	NG and Oceania	IRARUTU	0	wals	irr	1	0	NA	-3	133.5
iri	1537	Rigwe	GM	95	79	12	4	Atlantic-Congo	40000	3.833	Africa	KWOLL	1	phoible	NA	NA	NA	4	9.83	8.67
irk	129	Iraqw	SPA	48	33	12	3	Afro-Asiatic	603000	4.219	Africa	IRAQW,IRAQW_2	1	phoible	irq	2	1	3	-4	35.5
irn	NA	NA	NA	NA	NA	NA	0	Iranxe	90	5.106	S America	IRANTXE	0	wals	irx	1	0	NA	-13	-58
iru	multiple	Irula	multiple	41	27	14	0	Dravidian	200000	3.81	S/SE Asia	IRULA	0	phoible	NA	NA	NA	0	10.9	76.8
isl	multiple	Icelandic	multiple	42	26.5	15.5	0	Indo-European	321040	4.419	W and SW Eurasia	ICELANDIC,ICELANDIC_2	0	phoible	NA	NA	NA	0	65	-17
iso	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	423000	2.308	Africa	ISOKO	1	wals	iso	2	1	NA	5.5	6.25
ita	multiple	Italian	multiple	50	31	19	0	Indo-European	64819790	4.771	W and SW Eurasia	ITALIAN,ITALIAN_2,ITALIAN_GROSSETO_TUSCAN	0	phoible	NA	NA	NA	0	43	12
itl	multiple	Itelmen	multiple	32	27	5	0	Chukotko-Kamchatkan	80	5.037	N-C Asia	ITELMEN,N_ITELMEN,S_ITELMEN	0	phoible	NA	NA	NA	0	57	157.5
ito	103	Itonama	SPA	25	19	6	0	Itonama	1	5.192	S America	ITONAMA	0	phoible	NA	NA	NA	0	-12.83	-64.33
ium	20	Yao	SPA	49	35	8	6	Hmong-Mien	832400	3.105	S/SE Asia	CHIANGRAI_MIEN,DAPINGJIANG_MIEN,TAIPAN_MIEN,YAO	1	phoible	mie	3	1	6	19.91	99.82
ivb	NA	NA	NA	NA	NA	NA	0	Austronesian	1240	4.75	S/SE Asia	BABUYAN	0	wals	iva	1	0	NA	19.5	121.9
izr	1538	Izere	GM	39	27	7	5	Atlantic-Congo	50000	4.441	Africa	IZERE	1	phoible	NA	NA	NA	5	10	9
izz	736	izi	AA	51	40	9	2	Atlantic-Congo	540000	3.6	Africa	IZI	1	phoible	NA	NA	NA	2	6.33	8
jac	NA	NA	NA	NA	NA	NA	0	Mayan	34500	3.419	C America	JACALTEC,JACALTECO_WESTERN,JAKALTEKO_EASTERN	0	wals	jak	1	0	NA	15.67	-91.67
jah	multiple	Jah-Hut	multiple	52	22	30	0	Austroasiatic	3760	4.059	S/SE Asia	JAH_HUT	0	phoible	NA	NA	NA	0	3.67	102.28
jao	2950	Yanyuwa	ER	24	20	4	0	Pama-Nyungan	70	5.888	Australia	YANYUWA	0	phoible	yny	1	0	0	-16.42	137.17
jav	multiple	Javanese	multiple	31.5	23	8.5	0	Austronesian	84377600	4.474	S/SE Asia	MALANG,YOGYAKARTA	0	phoible	jav	1	0	0	-7.97	112.62
jay	2978	Nhangu	ER	31	25	6	0	Pama-Nyungan	7	5.486	Australia	YANANGO	0	phoible	NA	NA	NA	0	-12.08	134.92
jdt	multiple	Juhuri	multiple	31	23	8	0	Indo-European	80500	3.925	W and SW Eurasia	JUDEO_TAT,JUDEO_TAT_2	0	phoible	NA	NA	NA	0	42.07	48.28
jeb	NA	NA	NA	NA	NA	NA	0	Cahuapanan	30	5.179	S America	JEBERO	0	wals	jeb	1	0	NA	-5.42	-76.5
jee	349	Jero	EA	NA	NA	NA	0	Sino-Tibetan	5380	3.825	S/SE Asia	JERUNG	0	phoible	NA	NA	NA	0	27.2	86.3
jeh	NA	NA	NA	NA	NA	NA	0	Austroasiatic	26700	3.625	S/SE Asia	JEH,JEH_2	0	wals	jeh	1	0	NA	15.17	107.83
jer	1539	Jere	GM	44	24	16	4	Atlantic-Congo	23000	4.543	Africa	JERE	1	phoible	NA	NA	NA	4	10.25	8.83
jgo	1411	Ngomba	GM	27	19	6	2	Atlantic-Congo	63000	2.727	Africa	NGOMBA	1	phoible	NA	NA	NA	2	5.67	10.25
jic	NA	NA	NA	NA	NA	NA	0	Jicaquean	350	3.744	C America	JICAQUE	0	wals	tol	1	0	NA	14.67	-87
jig	2687	Jingulu	ER	20	17	3	0	Mirndi	43	6.474	Australia	DJINGILI	0	phoible	NA	NA	NA	0	-17.75	134
jit	1439	Jita	GM	29	17	10	2	Atlantic-Congo	365000	3.554	Africa	JITA,JITA_2,JITA_3	1	phoible	NA	NA	NA	2	-1.5	34
jiv	113	Jivaro	SPA	24	16	8	0	Chicham	42300	4.425	S America	JIVARO_SHUAR,SHUAR	0	phoible	NA	NA	NA	0	-2.5	-78
jmc	1283	machame	GM	46	33	10	3	Atlantic-Congo	195000	3.414	Africa	MACHAME,MASHAMI,MASHAMI_2,MASHAMI_3,MASHAMI_4,MASHAMI_5,MASHAMI_6	1	phoible	NA	NA	NA	3	-3.33	37
jng	3016	Yangman	ER	22	17	5	0	Yangmanic	NA	5.588	Australia	YANGMAN	0	phoible	NA	NA	NA	0	-14.67	132.58
jnj	1479	Yemsa	GM	40	25	10	5	Ta-Ne-Omotic	92200	3.962	Africa	JANJERO	1	phoible	NA	NA	NA	5	7.83	37.33
jns	1731	Jaunsari	RA	51	34	17	0	Indo-European	100000	3	W and SW Eurasia	JAUNSARI	0	phoible	NA	NA	NA	0	31.25	77.03
jow	1287	jowulu	GM	45	20	21	4	Mande	11000	3.776	Africa	JO,JOWULU	1	phoible	NA	NA	NA	4	10.83	-5.5
jpn	multiple	Japanese	multiple	30.5	21.5	8	0.67	Japonic	128202710	4.053	N-C Asia	EI_JAPANESE,JAPANESE,JAPANESE_2,JAPANESE_3,JAPANESE_KYOTO,TAKARAJIMA_JAPANESE,TOKYO_JAPANESE	1	phoible	jpn	2	1	1	31.23	130.5
jqr	105	Aymara	SPA	42	36	6	0	Aymaran	740	4.446	S America	JAQARU,JAQARU_2,KAWKI	0	phoible	jaq	1	0	0	-13	-76
jru	NA	NA	NA	NA	NA	NA	0	Cariban	170	3.591	S America	JAPRERIA	0	wals	jpr	1	0	NA	10.5	-73
jum	1312	Jumjum	GM	39	20	16	3	Nilotic	70000	4.184	Africa	JUMJUM	1	phoible	NA	NA	NA	3	10.58	34
jun	multiple	Juang	multiple	36.5	21.5	15	0	Austroasiatic	23700	4.05	S/SE Asia	JUANG	0	phoible	NA	NA	NA	0	21.33	86
jya	multiple	Caodeng rGyalrong	multiple	60.5	51	9.5	0	Sino-Tibetan	83000	3.962	S/SE Asia	JIARONG,JIARONG_2	0	phoible	NA	NA	NA	0	31.5	102
kaa	multiple	Karakalpak	multiple	38	25	13	0	Turkic	584670	4.051	N-C Asia	KARAKALPAK	0	phoible	NA	NA	NA	0	43	60
kac	374	Jingpho (Gauri)	EA	NA	NA	NA	4	Sino-Tibetan	940000	3.619	S/SE Asia	JINGPHO,JINGPHO_2	1	phoible	jng	3	1	4	25.33	97
kal	62	Inuit	SPA	38	32	6	0	Eskimo-Aleut	57000	5.775	E N America	EAST_GREENLANDIC,KALAALLISUT,WEST_GREENLANDIC	0	phoible	grw	1	0	0	65	-40
kam	1443	Kikamba	GM	31	13	14	4	Atlantic-Congo	3893000	3.465	Africa	KAMBA_2,KAMBA_3,KAMBA_KENYA,KAMBA_KENYA_2	1	phoible	NA	NA	NA	4	-1.5	38
kan	multiple	Kannada	multiple	45.5	35	10.5	0	Dravidian	37752570	4.729	S/SE Asia	KANNADA,KANNADA_2,KANNADA_3	0	phoible	knd	1	0	0	14	76
kas	multiple	Kashimiri	multiple	56	27.5	28.5	0	Indo-European	5485780	3.812	W and SW Eurasia	KASHMIRI	0	phoible	kas	1	0	0	34	76
kat	multiple	Georgian	multiple	33.67	28.33	5.33	0	Kartvelian	3679020	4.575	W and SW Eurasia	GEORGIAN,GEORGIAN_2	0	phoible	geo	1	0	0	42	44
kaz	393	Kazakh	EA	NA	NA	NA	0	Turkic	12813860	3.794	N-C Asia	KAZAKH,KAZAKH_2	0	phoible	NA	NA	NA	0	50	70
kbd	multiple	Kabardian	multiple	56.25	48.75	7.5	0	Abkhaz-Adyge	1685500	3.763	W and SW Eurasia	KABARDIAN	0	phoible	kab	1	0	0	43.5	43.5
kbh	NA	NA	NA	NA	NA	NA	0	Kamsa	4000	5.588	S America	KAMSA	0	wals	cam	1	0	NA	1.17	-77
kbk	NA	NA	NA	NA	NA	NA	NA	Koiarian	1700	4.069	NG and Oceania	KOIARI,KOIARI_2	1	wals	koi	2	1	NA	-9.5	147.33
kbn	1347	Kare	GM	57	30	24	3	Atlantic-Congo	97460	3	Africa	KALI,KARE_2	1	phoible	NA	NA	NA	3	6.67	16.33
kbo	1339	Kaliko	GM	45	36	6	3	Central_Sudanic	22500	3.168	Africa	KALIKO,KALIKO_2,KALIKO_3,KALIKO_4,KALIKO_5,KALIKO_6,KELIKO	1	phoible	NA	NA	NA	3	3.7	30.67
kbp	multiple	kabiyɛ	multiple	47	23	23	1	Atlantic-Congo	984300	3.848	Africa	KABIYE,KABIYE_2,KABIYE_3	1	phoible	NA	NA	NA	1	9.67	1.17
kbr	NA	NA	NA	NA	NA	NA	NA	Ta-Ne-Omotic	881700	3.9	Africa	KEFA,KEFA_2	1	wals	kef	2	1	NA	7.25	36.25
kbv	NA	NA	NA	NA	NA	NA	0	Senagi	1690	5.271	NG and Oceania	AMGOTRO,MONGOWAR	0	wals	der	1	0	NA	-3.58	141
kca	multiple	Ostyak	multiple	29.75	19.25	10.5	0	Uralic	9580	3.756	N-C Asia	KHANTY,NORTHERN_KHANTY	0	phoible	kty	1	0	0	65	65
kck	1276	Ikalanga	GM	71	62	5	4	Atlantic-Congo	338000	3.474	Africa	KALANGA,KALANGA_2	1	phoible	NA	NA	NA	4	-20.5	27.5
kcp	multiple	Kanga (Kanga)	multiple	75.5	53.5	20	2	Kadugli-Krongo	14000	4.329	Africa	CHIRORO,KANGA	1	phoible	NA	NA	NA	2	11	29.42
kcv	1290	kete	GM	25	16	5	4	Atlantic-Congo	8400	2.897	Africa	KETE,L21_KETE_IPILA,L21_KETE_KATAMB	1	phoible	NA	NA	NA	4	-7	22.83
kdd	2965	Yankunytjatjara	ER	23	17	6	0	Pama-Nyungan	70	5.282	Australia	PITJANTJATJARA_YANKUNTJATJARA	0	phoible	NA	NA	NA	0	-27	132
kde	1007	Shimakonde	PH	28	18	5	5	Atlantic-Congo	1987000	4.097	Africa	MAKONDE,MAKONDE_2,MAKONDE_3,MAKONDE_4	1	phoible	NA	NA	NA	5	-11	40
kdh	829	tem	AA	36	25	9	2	Atlantic-Congo	381300	4.5	Africa	TEM,TEM_2	1	phoible	NA	NA	NA	2	6.91	1.13
kdj	1351	Karimojong	GM	66	21	39	6	Nilotic	691000	5.444	Africa	KARIMOJONG	1	phoible	NA	NA	NA	6	3	34.17
kdr	multiple	Karaim (Northwestern)	multiple	37	29	8	0	Turkic	81	3.406	N-C Asia	KARAIM	0	phoible	NA	NA	NA	0	54.67	24.92
kec	1417	Keiga	GM	59	37	20	2	Kadugli-Krongo	6070	4.338	Africa	KEIGA	1	phoible	NA	NA	NA	2	11.33	29.67
keg	1426	These	GM	47	24	18	5	Temeinic	1400	4.538	Africa	TESE	1	phoible	NA	NA	NA	5	11.33	29.58
ker	2220	Kera	UZ	30	24	6	0	Afro-Asiatic	50500	3.914	Africa	KERA	0	phoible	ker	3	1	0	9.83	15.08
ket	multiple	Ket	multiple	28.5	16	12.5	1.33	Yeniseian	210	3.394	N-C Asia	EIGHTEENTH_CENTURY_KET,KET,KET_2	1	phoible	ket	1	0	1	64	87
kew	NA	NA	NA	NA	NA	NA	NA	Nuclear_Trans_New_Guinea	45000	3.676	NG and Oceania	KEWA	1	wals	kew	2	1	NA	-6.5	143.83
kfa	1743	Kod̩agu	RA	52	27	25	0	Dravidian	200000	4.638	S/SE Asia	KODAVA	0	phoible	NA	NA	NA	0	12.17	76.83
kfb	multiple	Kolami	multiple	30	18.5	11.5	0	Dravidian	122000	4.138	S/SE Asia	KOLAMI,NORTHWESTERN_KOLAMI	0	phoible	NA	NA	NA	0	20	78.5
kfd	1748	Koraga	RA	34	21	13	0	Dravidian	14000	4.317	S/SE Asia	KORAGA_KORRA	0	phoible	NA	NA	NA	0	13.27	74.97
kfe	multiple	Kota	multiple	37.5	24.5	13	0	Dravidian	930	4.611	S/SE Asia	KOTA_INDIA	0	phoible	kot	1	0	0	11.5	77.17
kff	1751	Koya	RA	31	21	10	0	Dravidian	362000	4.556	S/SE Asia	DORLI_GONDI,KOYA_INDIA	0	phoible	koy	1	0	0	17.5	81.33
kfq	multiple	Korku	multiple	39	28.5	10.5	0	Austroasiatic	574000	3.919	S/SE Asia	KORKU	0	phoible	NA	NA	NA	0	22.5	78.5
kfy	1753	Kumauni	RA	42	31	11	0	Indo-European	2360000	3.5	W and SW Eurasia	KUMAUNI	0	phoible	NA	NA	NA	0	30	80
kfz	NA	NA	NA	NA	NA	NA	0	Atlantic-Congo	202000	4.487	Africa	KOROMFE	0	wals	kfe	1	0	NA	14.25	-0.92
kga	1498	Koyaga	GM	43	29	12	2	Mande	60000	3.586	Africa	KOYAGAKAN,NIGBIKAN,SAGAKAKAN,SIAKAKAN	1	phoible	NA	NA	NA	2	8.5	-6.18
kgl	2815	Gunggari	ER	18	15	3	0	Pama-Nyungan	NA	4.53	Australia	KUNGGARI	0	phoible	NA	NA	NA	0	-24.25	143.25
kgo	1418	Krongo	GM	62	40	20	2	Kadugli-Krongo	21700	4.115	Africa	FAMA,KRONGO	1	phoible	kro	2	1	2	10.5	30
kgp	NA	NA	NA	NA	NA	NA	0	Nuclear-Macro-Je	18500	3.553	S America	KAINGANG	0	wals	kng	1	0	NA	-26	-52
kgs	multiple	Baanbay	multiple	19	13	6	0	Pama-Nyungan	33	5.175	Australia	GUMBAYNGGIR	0	phoible	NA	NA	NA	0	-30.17	152.5
kgy	multiple	Kyirong Tibetan	multiple	63	40	23	3	Sino-Tibetan	600	3.212	S/SE Asia	KYIRONG	1	phoible	NA	NA	NA	3	28.25	85.4
kha	multiple	Khasi	multiple	34	23	11	0	Austroasiatic	843000	3.888	S/SE Asia	KHASI,KHASI_2	0	phoible	khs	1	0	0	25.5	92
khb	multiple	Lue (Chieng Hung)	multiple	39	21	18	3	Tai-Kadai	553960	3.013	S/SE Asia	JINGHONG_TAI_LUE,JINGHONG_TAI_LUE_2,LU,LUE_CHIENG_HUNG,LUE_MUONG_YONG,YANG	1	phoible	lu	3	1	3	22.01	100.8
khg	multiple	Rgyalthang Tibetan	multiple	77.75	55.25	22.5	0.22	Sino-Tibetan	1380300	3.086	S/SE Asia	RGYALTHANG	1	phoible	NA	NA	NA	0	28.47	98.65
khk	191	Khalkha	SPA	35	21	14	0	Mongolic	2629940	3.519	N-C Asia	KHALKHA_MONGOLIAN,MONGOLIAN	0	phoible	kha	1	0	0	47	105
khl	40	Kaliai	SPA	28	18	10	0	Austronesian	2000	4.066	S/SE Asia	LUSI	0	phoible	kkv	1	0	0	-5.58	149.67
khm	multiple	Cambodian	multiple	44	19	25	0	Austroasiatic	16388040	4.038	S/SE Asia	KHMER,KHMER_2	0	phoible	khm	1	0	0	12.5	105
khq	multiple	songhoy	multiple	39.5	22	14.5	3	Songhay	200000	4.069	Africa	KOYRA_CHIINI,SONGHAY_KOYRA_CHIINI	1	phoible	kch	1	0	3	17	-3
khr	multiple	Kharia	multiple	41.67	32	9.67	0	Austroasiatic	240240	4.387	S/SE Asia	KHARIA	0	phoible	khr	1	0	0	22.5	84.33
khw	330	Khowar	EA	NA	NA	NA	1	Indo-European	289200	3.388	S/SE Asia	CHATORKHAND_KHOWAR,GARAM_CHISHMA_KHOWAR,KESU_KHOWAR,ODIR_KHOWAR,PARGAM_NISAR_KHOWAR,USHU_KHOWAR	1	phoible	NA	NA	NA	1	36.35	73.84
khy	1337	Iikile	GM	30	21	7	2	Atlantic-Congo	160000	3.486	Africa	LOKELE_ISANGI,LOKELE_YALEMBA,LOKELE_YAWEMBE,LOKELE_YEPOLOMA	1	phoible	NA	NA	NA	2	0.17	23.83
kib	1380	Koalib	GM	45	29	16	0	Heibanic	100000	4.053	Africa	RERE	0	phoible	NA	NA	NA	0	11.87	30.47
kid	1620	Koshin	GM	37	23	11	3	Atlantic-Congo	3000	2.333	Africa	KOSHIN	1	phoible	NA	NA	NA	3	6.58	10.33
kig	955	Khmu	PH	44	20	20	4	Kolopom	3000	4.711	NG and Oceania	KALADDARSCH,KIMAGHAMA	1	phoible	NA	NA	NA	4	-8	138.5
kij	NA	NA	NA	NA	NA	NA	0	Austronesian	20000	4.985	NG and Oceania	KILIVILA	0	wals	klv	1	0	NA	-8.5	151.08
kik	748	kikuyu	AA	32	18	14	0	Atlantic-Congo	6623000	3.45	Africa	GIKUYU,GIKUYU_2,GIKUYU_3	0	phoible	NA	NA	NA	0	-0.75	36.75
kim	multiple	Tofa	multiple	67	28	39	0	Turkic	93	3.5	N-C Asia	TOFA	0	phoible	NA	NA	NA	0	53.75	98
kio	NA	NA	NA	NA	NA	NA	NA	Kiowa-Tanoan	400	2.812	E N America	KIOWA	1	wals	kio	2	1	NA	37	-99
kir	multiple	Kirghiz	multiple	36.5	20.5	16	0	Turkic	4908350	3.744	N-C Asia	KYRGYZ	0	phoible	kgz	1	0	0	42	75
kjd	NA	NA	NA	NA	NA	NA	NA	Kiwaian	9700	4.421	NG and Oceania	KIWAI_SOUTHERN	1	wals	kiw	2	1	NA	-8.58	143.25
kjg	NA	NA	NA	NA	NA	NA	NA	Austroasiatic	797500	3.788	S/SE Asia	KHMU,KHMU_2	1	wals	kmu	2	1	NA	21	102
kjh	multiple	Khakas (Standard)	multiple	39	23	16	0	Turkic	42610	3.517	N-C Asia	KHAKAS	0	phoible	NA	NA	NA	0	53	90
